340	25	32	800	800
12	22
12	21
12	20
12	19
12	18
12	17
12	16
12	15
12	14
12	13
12	12
12	11
12	10
12	9
12	8
12	7
12	6
12	5
12	4
12	3
12	2
12	1
13	2
13	3
13	4
13	5
13	6
13	7
13	8
13	9
13	10
13	11
13	12
13	13
13	14
13	15
13	16
13	17
13	18
13	19
13	20
13	21
14	21
14	20
14	19
14	18
14	17
14	16
14	15
14	14
14	13
14	12
14	11
14	10
14	9
14	8
14	7
14	6
14	5
14	4
14	3
14	2
15	2
15	3
15	4
15	5
15	6
15	7
15	8
15	9
15	10
15	11
15	12
15	13
15	14
15	15
15	16
15	17
15	18
15	19
15	20
15	21
16	20
16	19
16	18
16	17
16	16
16	15
16	14
16	13
16	12
16	11
16	10
16	9
16	8
16	7
16	6
16	5
16	4
16	3
17	3
17	4
17	5
17	6
17	7
17	8
17	9
17	10
17	11
17	12
17	13
17	14
17	15
17	16
17	17
17	18
17	19
17	20
18	19
18	18
18	17
18	16
18	15
18	14
18	13
18	12
18	11
18	10
18	9
18	8
18	7
18	6
18	5
18	4
19	5
19	6
19	7
19	8
19	9
19	10
19	11
19	12
19	13
19	14
19	15
19	16
19	17
19	18
20	17
20	16
20	15
20	14
20	13
20	12
20	11
20	10
20	9
20	8
20	7
20	6
21	8
21	9
21	10
21	11
21	12
21	13
21	14
22	12
22	11
22	12
11	22
11	21
11	20
11	19
11	18
11	17
11	16
11	15
11	14
11	13
11	12
11	11
11	10
11	9
11	8
11	7
11	6
11	5
11	4
11	3
11	2
11	1
10	2
10	3
10	4
10	5
10	6
10	7
10	8
10	9
10	10
10	11
10	12
10	13
10	14
10	15
10	16
10	17
10	18
10	19
10	20
10	21
9	21
9	20
9	19
9	18
9	17
9	16
9	15
9	14
9	13
9	12
9	11
9	10
9	9
9	8
9	7
9	6
9	5
9	4
9	3
9	2
8	2
8	3
8	4
8	5
8	6
8	7
8	8
8	9
8	10
8	11
8	12
8	13
8	14
8	15
8	16
8	17
8	18
8	19
8	20
8	21
7	20
7	19
7	18
7	17
7	16
7	15
7	14
7	13
7	12
7	11
7	10
7	9
7	8
7	7
7	6
7	5
7	4
7	3
6	3
6	4
6	5
6	6
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	15
6	16
6	17
6	18
6	19
6	20
5	19
5	18
5	17
5	16
5	15
5	14
5	13
5	12
5	11
5	10
5	9
5	8
5	7
5	6
5	5
5	4
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	12
4	13
4	14
4	15
4	16
4	17
4	18
3	17
3	16
3	15
3	14
3	13
3	12
3	11
3	10
3	9
3	8
3	7
3	6
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
1	12
1	11
